,title,author,date,content
254,La Bourse de Casablanca renouvelle sa certification ISO 22301,S.N.,10 juin 2022 à 13:01,"C’est fait. La Bourse de Casablanca a renouvelé la certification ISO 22301 de son système de management de la continuité d’activité délivrée par Bureau Veritas. La place casablancaise se maintient ainsi dans le club «fermé» des opérateurs de marché ayant obtenu cette sûreté. Rappelons que cette certification s’inscrit dans le cadre de la mise en place d’une infrastructure «performante aux meilleurs standards internationaux». L’objectif est de «renforcer la sécurité et la résilience du marché boursier, conditions majeures pour accompagner les ambitions économiques du Maroc telles que tracées dans le nouveau modèle de développement», indique la Bourse dans un communiqué. La certification ISO 22301 démontre la capacité de la Bourse de Casablanca à répondre aux exigences inscrites au niveau de cette norme internationale en matière de planification, mise en place, maintien et amélioration de manière continue du système de management documenté de sa continuité d’activité, est-il souligné."
255,BMCI organise la 1ère édition du Forum de la finance durable mercredi à Rabat,Abdelhafid Marzak,10 juin 2022 à 12:56,"La BMCI organise, mercredi prochain à Rabat, la première édition du Forum de la finance durable. L’événement aspire à devenir un rendez-vous annuel «qui permettra de satisfaire la volonté exprimée par Bank Al-Maghrib d'instaurer un système de finance durable stable dans le marché marocain, mais également le besoin nouveau et fort d’accompagnement exprimé par le citoyen», indique la banque. Cette édition connaîtra la participation de professionnels issus de différents secteurs d’activité et de différents parcours, afin de partager leur expérience et leurs réalisations en termes de Finance durable. Et ce à travers 3 principaux panels : «Les financements ESG : Les attentes et les enjeux pour le Maroc», «Financer la santé, quels enjeux et quelles solutions ?» et «L’accompagnement de l’entrepreneuriat à impact positif : freins et opportunités, de l’incubation à l’émergence d’acteurs économiques du changement»."
256,Barid Al-Maghrib : émission d’un timbre-poste pour commémorer le cinquantenaire de l’EHTP,LE MATIN 10 juin 2022 à 12:13,10 juin 2022 à 12:13,"Barid Al-Maghrib célèbre, en partenariat avec l’Ecole Hassania des Travaux Publics (EHTP), le cinquantenaire de cette grande école par l’émission spéciale d’un timbre-poste mettant en exergue l’excellence marocaine en matière de formation d’ingénieurs spécialisés dans les grands projets d’infrastructures. Une cérémonie de dévoilement de cette émission spéciale a été organisée le jeudi 09 juin 2022 au Musée Barid Al-Maghrib à Rabat en présence du ministre de l’Industrie et du commerce, Ryad Mezzour, du directeur général du Groupe Barid Al-Maghrib, Amin Benjelloun Touimi, et du directeur de l’EHTP, Najib El Karkouri. Créée en 1971, l’EHTP s’est d’abord consacrée à la formation aux métiers relatifs aux infrastructures et aux ressources à forts enjeux comme l’eau et l’énergie, avant d’être transformée progressivement en établissement pluridisciplinaire proposant différentes filières et ayant formé plus de 6500 ingénieurs depuis sa création. Cette émission spéciale de timbre-poste vient enrichir la collection philatélique émise en  commémoration de divers anniversaires d’institutions marocaines. On peut citer à titre d’exemple : le centenaire de la 1ère école de la céramique au Maroc-Safi en 2020, le 50ème anniversaire de l’INSEA en 2011, le 30ème anniversaire de la création de l’Université Cadi Ayyad-Marrakech en 2009, le 50ème anniversaire de la création de l'Université Mohammed V-Agdal en 2007 et le 1100ème anniversaire de la fondation de l’Université Karaouiyne en 1960. "
257,Ithmar Capital réunit les fonds souverains africains à Rabat,LE MATIN 09 juin 2022 à 20:40,09 juin 2022 à 20:40,"Ithmar Capital organise, les 20 et 21 juin 2022 à Rabat, la cérémonie de lancement du Africa Sovereign Investors Forum (ASIF). Placée sous le Haut Patronage de Sa Majesté le Roi Mohammed VI, cette événement sera marqué par l'organisation d'une conférence de haut niveau sous le thème ""Seizing Africa’s Promising Opportunities: Agility and Collaboration in A Changing World"" réunira des participants et des intervenants experts et décideurs dans les domaines de l’investissement, de l’économie et du développement durable de l’Afrique. Une dizaine de fonds souverains africains, dont Ithmar Capital, se sont regroupés pour créer un réseau premier du genre sur le continent, ASIF, dont l’objectif principal est de fédérer ses membres autour des défis auxquels les économies africaines sont confrontées en matière de financement et de mobilisation des investissements, indique un communiqué d'Ithmar Capital.

Les échanges lors des divers panels et sessions porteront sur des sujets ayant trait à la résilience de l’économie africaine, l’agilité, la durabilité, la coopération et l’investissement à long terme.

En outre, cet événement à envergure internationale connaitra la participation des principaux organismes de financement et de développement, d’investisseurs institutionnels internationaux ainsi que des fonds souverains de la zone MENA et d’Europe.

Créé en 2011, Ithmar est un fonds d'investissement stratégique avec pour vocation première l’accompagnement du développement économique du Maroc. Fonds multisectoriel, Ithmar vise à promouvoir l’investissement dans tous les secteurs stratégiques nationaux en développant des projets structurants et transformationnels avec un fort impact.

Relais stratégique entre les priorités nationales et l’investissement privé, Ithmar agit en tant que tiers de confiance et adopte une logique d’intervention long terme, confortant ainsi une position d’investisseur avisé et patient.

En sa qualité de fonds souverain, Ithmar adhère aux Principes de Santiago qui sont portés par l’International Forum of Sovereign Wealth Funds (IFSWF) et dont il est membre actif depuis 2015 et en assure actuellement la présidence du Conseil d’Administration."
258,Bourse : BMCE capital recommande d'accumuler le titre LafargeHolcim Maroc,Mariem Tabih,09 juin 2022 à 16:39,"BMCE Capital Global Research (BKGR) recommande d'accumuler le titre LafargeHolcim Maroc. «En 2022, et dans un contexte particulièrement inflationniste, nous tablons sur une amélioration du top line de 7% à 877 millions de DH tenant compte d’une quasi-stabilité des écoulements de ciment comparativement à 2021, couplé à un effet prix positif induit par la répercussion d’une partie de la hausse des coûts des intrants sur les prix de vente», indique-t-il. BKGR anticipe ainsi une baisse des marges opérationnelles pour le leader cimentier atténué notamment par l’intensification de l’utilisation de combustibles alternatifs avec l’objectif de porter le taux de pénétration à 20% à terme. Mais aussi, la poursuite de la croissance du taux d’utilisation qui devrait s’établir à plus de 60% en 2022. LafargeHolcim Maroc peut se prévaloir de plusieurs forces. Les analystes de BKGR rappellent la position dominante sur le marché et la forte présence sur les régions Nord, Centre et Est du pays qui représentent plus de 65% de la consommation nationale. Autre point positif, la société est adossée au leader mondial des matériaux de construction LafargeHolcim. Le lancement de l’usine d’Agadir, qui a renforcé sa présence géographique, est un autre atout. Aussi, en augmentant sa part de l’énergie renouvelable dans le mix énergétique, l'entreprise devrait pouvoir réduire sa consommation d’énergie fossile. Le groupe a également amélioré son taux d’utilisation à court terme. Enfin, au cours des dernières années, ses niveaux de marges sont restés solides et en constante amélioration. Cependant, LafargeHolcim Maroc dépend du marché local et subit une faible compétitivité à l’export. Pour les opportunités de croissance, BKGR en ressort trois. La première concerne la dynamisation anticipée de la région sud suite aux investissements étrangers attendus. La deuxième porte sur l’expectative de la mise en place de mesures incitatives visant à stimuler la demande en biens immobiliers. Et la troisième est le développement opportuniste de l’activité export pouvant rattraper partiellement la morosité du marché local. Le groupe est, par ailleurs, menacé par la forte hausse des prix des intrants comme le petcoke et le fret, qui devrait impacter les marges. Un autre frein est celui lié au ralentissement des écoulements de ciment en raison de l’inflation et d’une faible reprise attendue du secteur immobilier. Après l’ouverture de l’usine d’Agadir, qui porte à 8 MT la production, l’augmentation de la surcapacité, déjà conséquente, représente un frein également. La dernière menace concerne la forte corrélation avec le secteur immobilier qui représente 75% des écoulements.
 "
259,Sound Energy lève 4 millions de livres sterling pour financer le pipeline de livraison du gaz Tendrara,Abdelhafid Marzak,09 juin 2022 à 16:03,"Sound Energy avance à pas fermes dans son programme de développement au Maroc. La compagnie britannique d’exploration gazière vient d’annoncer la levée de 4 millions de livres sterling à travers la cession de 200 millions nouvelles actions. Ce montant servira au financement de la deuxième phase des travaux relatifs au gazoduc de Tendrara, dans l’Oriental. «La levée de fonds d'aujourd'hui fournit à Sound Energy une base financière plus solide afin de faire progresser nos activités pour assurer la croissance commerciale prévue, notamment en permettant des travaux de pré-développement jusqu'à la décision d'investissement finale de développement de la phase 2 de notre gazoduc, et complète le financement de la phase 1 du développement de micro GNL», a déclaré Graham Lyon, président de la junior. Rappelons qu’au 31 décembre dernier, le consortium marocain Oil & Gas Investments Fund (OGIF), composé d’Attijariwafa bank, Bank Of Africa (BOA), CDG, Saham, CIMR et Mamda-Mcma, détenait 16,4% des actions de Sound Energy alors qu’Afriquia Gaz en possédait 9,8%. Le reste était réparti entre le Retail (63,2%), les institutions (10%) et les directeurs de la compagnie (0,5%). Jusqu’ici, les ressources récupérables au terme de la phase 2 de Tendrara sont estimées à 377 milliards de pieds cubes essentiellement issus du puits te-5 (www.lematin.ma). Pour sa part, le corridor du gazoduc d'exportation de gaz Tendrara de 120 km est prêt et son raccordement au GME existant est approuvé, selon la compagnie. À rappeler que la junior a signé, en novembre 2021, un contrat de vente de gaz (GSA) avec l'ONEE pour les centrales domestiques de gaz à production d'électricité (transit via la ligne GME), pour un volume minimum de 300 millions de mètres cubes par an à des prix attractifs (www.lematin.ma). Les premiers revenus commerciaux de la compagnie sont attendus dès janvier 2024.
 "
260,Bourse : BMCE capital recommande de cumuler le titre BCP,LE MATIN 09 juin 2022 à 15:56,09 juin 2022 à 15:56,"La bancaire BCP est une valeur à accumuler selon BMCE Capital Global Research (BKGR). La banque devrait, en effet, afficher des résultats en nette progression en 2022, selon les analystes du BKGR. «Suite à une année 2021 marquée par un provisionnement de près d'un milliard de DH relatif aux dations en paiement, la Banque Centrale Populaire (BCP) devrait afficher des résultats en forte hausse en 2022 (un RNPG en progression de +54%) suite principalement à la non-récurrence de cet élément ainsi qu’à la bonne tenue attendue de l’activité d’intermédiation», notent-ils. En termes de perspectives, ajoute BKGR, les efforts stratégiques du groupe devraient se focaliser sur différents axes dont la transformation digitale, le renforcement de l’efficacité commerciale, l’amélioration de la structure des coûts, la maîtrise du coût du risque et la poursuite du développement de la BDI. BKGR fait ainsi ressortir cinq forces pour la banque. D’abord, BCP est positionnée en tant que premier collecteur de l’épargne au Maroc avec une part de marché de 31% sur le segment des particuliers. La bonne tenue des filiales métiers au Maroc est également un atout avec 10% de croissance du PNB agrégé en 2021. La banque affiche aussi des ratios réglementaires et un matelas de provisions confortables en 2021. Enfin, la banque a accéléré, l’année dernière, l’enrichissement de son offre digitale. En termes de faiblesses, BCP connaît un taux du coût du risque historiquement élevé, soit «2,1% en 2021 contre une moyenne de 1,1% pour les banques de notre Scope». Le groupe affiche également une progression limitée de 2% du PNB de la banque de détail à l’international. BKGR énumère, par ailleurs, trois opportunités pour le groupe bancaire. La première concerne la progression anticipée des crédits de trésorerie et reprise probable des crédits d’investissement sur le deuxième semestre de l’année. La deuxième porte sur la poursuite, cette année, de la détente du coût du risque des banques du fait de l’importance projetée des reprises sur provisions forward-looking suite à l’amélioration attendue de la qualité du portefeuille de crédits du secteur. La troisième est la possibilité de réaliser des plus-values en 2022, en cas d’un apport d’actifs à des OPCI/titrisation ou de produits de cession en cas d’externalisation des parts détenues dans un OPCI. Le groupe fait, toutefois, face à quatre menaces. Il s’agit de l’entrée en vigueur de la circulaire relative aux dations de paiement et ventes à réméré qui peuvent conduire à une baisse des fonds propres et des ratios de solvabilité : une pondération de 250% au-delà de 4 ans de détention contre 100% dès la première inscription de l’actif au bilan. La dégradation de la notation de certains pays d’implantation en Afrique comme le Burkina-Faso et le Mali peut représenter un frein, aussi bien que la probabilité de l’entrée en vigueur de la circulaire 19/G courant 2022. Enfin, BCP pourrait être confrontée à une éventuelle montée des risques en cas de dégradation du contexte sanitaire.
 "
261,Maroc Telecom maintient sa position de première marque marocaine (Brand Finance Africa),S.N.,09 juin 2022 à 15:51,"Maroc Telecom maintient son rang de première marque marocaine dans le classement 2022 établi par Brand Finance Africa. Dans ce classement, le cabinet de conseil en stratégie et valorisation de marques au monde met en avant la puissance et la valeur des 150 plus grandes marques africaines. La valeur de la marque Maroc Telecom ressort en hausse de près de 12% à 851 millions de dollars, selon Brand Finance Africa. L’opérateur historique est, par ailleurs, classé troisième marque de télécommunications sur le continent après MTN et Vodacom. Rappelons que 11 marques marocaines figurent parmi les 150 marques africaines les plus valorisées et les plus puissantes."
262,Un nouveau départ pour le Conseil d'affaires Maroc-Émirats arabes unis,Yousra Amrani,09 juin 2022 à 15:08,"Le Maroc et les Émirats arabes unis sont déterminés à donner une nouvelle impulsion à leurs relations économiques. Dans ce cadre, un mémorandum d’entente a été signé hier par Chakib Alj, président de la CGEM, et Humaid Mohamed Bin Salem, secrétaire général de la Fédération des Chambres de commerce et d'industrie des Émirats arabes unis, pour la réactivation du Conseil d'affaires maroco-émirati. Lors de cette rencontre, le ministre émirati de l'Économie, Abdullah Bin Touq Al Marri, a annoncé la décision de réduire la période de transit des marchandises entre les deux pays de 40 à sept jours. M. Al Marri a fait part par ailleurs de son intention de discuter avec les hauts responsables marocains de la possibilité de ratifier un accord tripartite pour renforcer la coopération entre le Maroc, les Émirats arabes unis et Israël dans le but d’ouvrir de nouvelles voies d’échanges et de coopération. Les relations entre le Maroc et les Émirats arabes unis (EAU) continuent de se renforcer. En effet, pas plus tard qu’hier un mémorandum d’entente portant sur la réactivation du Conseil d'affaires Maroc-Émirats arabes unis a été signé entre la CGEM, représentée par son président, Chakib Alj, et la Fédération des Chambres de commerce et d'industrie des EAU, représentée par son secrétaire général, Humaid Mohamed Bin Salem. La cérémonie de signature s’est déroulée en présence de Abdullah Bin Touq Al Marri, ministre émirati de l'Économie, ainsi que d’opérateurs économiques des deux pays. Plateforme conjointe de soutien et d'accompagnement des entreprises marocaines et émiraties pour la réalisation d'investissements innovants, à fort impact et générateurs de valeur ajoutée et d'emplois, ce Conseil d'affaires sera présidé, du côté marocain, par Abdelmajid Iraqui Houssaini, président du directoire de Taqa Morocco. Avec la signature de ce mémorandum, un nouveau palier est franchi dans le raffermissement des liens de coopérations déjà solides entre les deux pays. En effet, avec un volume d’échanges établi à 800 millions de dollars en 2021 (soit une hausse de 40% par rapport à 2019), selon les déclarations du ministre émirati de l’Économie, les EAU peuvent se targuer d’être le premier pays arabe en termes d’investissements dans le Royaume. «Notre pays a déjà entrepris des investissements d'envergure dans divers secteurs. Il a investi pas moins de 15 milliards de dollars au cours de la dernière décennie au Maroc et nous espérons renforcer les échanges commerciaux afin d’atteindre un volume d’échange de 7 milliards de dollars d’ici 10 ans. Les opportunités d’investissements sont énormes et il suffit de les saisir», a fait savoir le ministre émirati dans une déclaration accordée à la presse en marge de cette signature. D'après ce responsable gouvernemental, le climat des affaires demeure très encourageant dans les deux pays, particulièrement après l’amendement de plus de 40 lois régissant les investissements aux Émirats arabes unis afin de rendre l’écosystème de l’entrepreneuriat plus ouvert. D'ailleurs, pour mieux faciliter les échanges entre les deux pays, le ministre a annoncé que la période de transit des marchandises entre les deux pays passera de 40 jours à sept. Une visite est d’ailleurs programmée dans ce sens pour le ministre émirati à Tanger-Med. M. Al Marri a par ailleurs déclaré son intention de discuter avec les hauts responsables marocains la possibilité de ratifier un accord tripartite pour renforcer la coopération entre le Maroc, les Émirats arabes unis et Israël dans le but d’ouvrir de nouvelles voies d’échanges et de coopération. Pour sa part, le président de la CGEM a rappelé dans son discours que le Maroc et les Émirats arabes unis ont toujours entretenu des relations d'amitié et de respect, dont les fondements ont été posés par Feu Sa Majesté le Roi Hassan II et Feu Cheikh Zayed Bin Sultan Al Nehyane. Vingt milliards de dollars d'investissements émiratis à ce jour «Il est vrai que la coopération économique entre nos deux pays est déjà fructueuse puisque nous disposons, depuis 2001, d'un accord de libre-échange. Les Émirats arabes unis sont également le premier pays arabe à investir dans le Royaume avec plus de 35 entreprises émiraties opérant dans divers secteurs et 20 milliards de dollars d'investissements réalisés à ce jour. Toutefois, et compte tenu des grandes complémentarités et similitudes existant entre nos deux économies, j'estime que nous pourrions aller bien au-delà de ces réalisations en construisant des partenariats innovants, à fort impact et durables, et ce dans de nombreux secteurs, notamment dans l'industrie, l'agriculture, les énergies renouvelables, les nouvelles technologies, la logistique, etc.» a-t-il affirmé. M. Humaid Mohamed Bin Salem, secrétaire général de la Fédération des Chambres de commerce et d'industrie des Émirats arabes unis a souligné, de son côté, la nécessité d'ouvrir de nouveaux horizons aux chefs d'entreprises pour établir des partenariats d'investissement à long terme, que ce soit aux Émirats arabes unis ou au Maroc, au regard de l'avantage concurrentiel dont jouissent les deux pays, pour améliorer les relations bilatérales. M. Bin Salem a également indiqué que la réactivation du Conseil d'affaires se veut une nouvelle étape en faveur du renforcement de la coopération entre les deux pays et l’organisation de divers événements aux Émirats arabes unis ou au Maroc visant le développement des relations économiques entre les deux pays et l'amélioration des canaux de communication entre les chefs d'entreprises et de fournir les facilitations."
263,"IDE: Avec près de 83 milliards de dollars, l'Afrique a attiré 5,2% des flux mondiaux en 2021",Lahcen Oudoud,09 juin 2022 à 15:05,"Les flux d'IDE vers le Royaume ont connu un rebond de 52% pour atteindre 2,15 milliards de dollars en 2021, après une baisse de régime les deux années précédentes, notamment à cause de la pandémie Covid-19, selon un rapport de la Cnuced. Globalement, l’Afrique a attiré près de 83 milliards de dollars, un niveau record, soit 5,2% des IDE mondiaux qui se sont élevés à 1.580 milliards de dollars, en hausse de 64%. Les investissements directs étrangers (IDE) destinés au Maroc se sont redressés en 2021, après le creux de la vague qu’ils ont connu lors des deux années précédentes, notamment à cause de la pandémie Covid-19. Les flux vers le Royaume ont, en effet, augmenté de 52% pour atteindre 2,15 milliards de dollars en 2021, selon le rapport de la Conférence des Nations unies sur le commerce et le développement (Cnuced) sur les IDE dans le monde. À rappeler que ces flux ont enregistré un niveau bas en 2020 avec 1,41 milliard de dollars, après 1,72 milliard en 2019 et le pic de près de 3,56 milliards en 2018. Les auteurs du «World Investment Report 2022» soulignent qu’un «important financement de projet international» a été annoncé au Maroc. Il s’agit du projet de câbles de transmission sous-marins de 3.800 km pour le transport de l'énergie solaire vers le Royaume-Uni avec une capacité de 3,6 GW, porté par Xlinks (Royaume-Uni) pour 20 milliards de dollars (www.lematin.ma). Dans ce rapport sur les IDE intitulé «Réformes fiscales internationales et investissement durable», Rebeca Grynspan, secrétaire générale de la Cnuced, souligne que «le besoin d'investissement dans la capacité de production, dans les Objectifs de développement durable (ODD) et dans l'atténuation et l'adaptation au changement climatique est énorme. Les tendances actuelles en matière d'investissement dans ces domaines ne sont pas positives». Pour y remédier et, du coup, faire face à un environnement d'incertitude et d'aversion au risque, l’agence onusienne estime que les pays en développement doivent obtenir une aide significative de la communauté internationale. Globalement, l’Afrique a attiré des flux d'IDE de près de 83 milliards de dollars, un niveau record, contre 39 milliards de dollars en 2020, ce qui représente 5,2% des IDE mondiaux. La plupart des bénéficiaires ont connu une augmentation modérée des IDE après la chute de 2020 causée par la pandémie, indique le rapport. Toutefois, nuance la Cnuced, le total pour le continent a été gonflé par une seule transaction financière intra-entreprise en Afrique du Sud au second semestre 2021. Hors cette transaction, l'augmentation en Afrique est modérée, plus conforme à celle d'autres régions en développement, note-t-elle. Parmi les IDE destinés à l’Afrique, le rapport cite la construction d'une cimenterie par l’opérateur marocain Ciment d'Afrique (CIMAF) au Ghana pour 436 millions de dollars. Ce qui a contribué au bond de 39% des flux d'IDE vers ce pays africain pour atteindre 2,6 milliards de dollars. À noter que, selon le rapport, les IDE marocains à l’étranger ont atteint 506 millions de dollars en 2021, contre 458 millions en 2020 et 893 millions en 2019. Au niveau mondial, les flux d'IDE en 2021 se sont élevés à 1.580 milliards de dollars, en hausse de 64% par rapport au niveau de moins de 1.000 milliards de dollars enregistré au cours de la première année de la pandémie de Covid-19. Les flux d'IDE semblaient connaître une dynamique significative, principalement grâce à l'essor des marchés des fusions et acquisitions et de la croissance rapide du financement de projets internationaux en raison de conditions de financement souples et d'importants plans de relance des infrastructures.
 "
264,Le réseau d’agence Barid Cash ouvert aux clients de CDG Prévoyance,LE MATIN 09 juin 2022 à 11:16,09 juin 2022 à 11:16,"CDG Prévoyance, Al Barid Bank et Barid Cash ont signé une convention visant l’ouverture du réseau d’agence Barid Cash aux clients de CDG Prévoyance, CNRA et RCAR pour l’accomplissement de différentes démarches administratives. CDG Prévoyance, en charge de la Caisse Nationale de Retraites et d’Assurances (CNRA) et du Régime Collectif d’Allocation de Retraite (RCAR), Al Barid Bank et Barid Cash, ont procédé le mardi 31 mai 2022 à la signature d’une convention de partenariat visant l’ouverture du réseau d’agences BARID CASH aux clients de CDG Prévoyance/CNRA/RCAR. ""Inscrite dans la continuité de la stratégie de CDG Prévoyance soutenant la politique de proximité entre la CNRA et le RCAR avec le citoyen, ce partenariat permet aux clients l’accès au réseau de Barid Cash qui compte plus de mille agences réparties sur l’ensemble du territoire"", indique un communiqué du groupe. La signature de cette convention vient étoffer les différents canaux développés par CDG Prévoyance, notamment les espaces clients, le centre d’appel, l’espace web, les applications mobiles et les solutions digitales par les offres de services pouvant être accomplis au niveau du réseau Barid Cash notamment l’édition et la remise des attestations, le dépôt des dossiers, le contrôle de vie des usagers, la gestion de l’immatriculation et l’inscription aux régimes et programmes gérés par CDG Prévoyance/CNRA/RCAR, le paiement de prestations ainsi que l’activation des solutions digitales."
